,1stServesIn,1stWon,2ndWon,win
105503,69,62,50,0
105504,64,48,34,0
105505,64,62,55,0
105506,67,68,51,0
105507,75,67,31,0
105508,75,56,50,0
105509,67,67,56,0
105510,59,67,39,0
105511,65,53,37,0
105512,67,51,33,0
105513,60,68,39,0
105514,52,56,50,0
105515,63,68,54,0
105516,57,71,38,0
105517,54,68,52,0
105518,50,74,44,0
105519,64,56,38,0
105520,69,69,50,0
105521,63,77,60,0
105522,51,87,48,0
105523,43,69,41,0
105524,64,60,27,0
105525,45,60,44,0
105526,51,46,65,0
105527,60,68,50,0
105528,61,75,60,0
105529,52,57,39,0
105530,80,54,81,0
105531,50,60,44,0
105532,61,82,50,0
105533,69,78,50,0
105534,73,76,25,0
105535,75,68,75,0
105536,54,69,34,0
105537,62,72,54,0
105538,63,59,47,0
105539,55,64,62,0
105540,44,53,35,0
105541,58,73,42,0
105542,70,63,34,0
105543,70,66,48,0
105544,64,68,63,0
105545,66,46,40,0
105546,60,75,55,0
105547,69,57,47,0
105548,65,59,47,0
105549,58,65,41,0
105550,56,74,50,0
105551,67,61,35,0
105552,69,53,43,0
105553,59,52,48,0
105554,56,65,38,0
105555,66,55,53,0
105556,62,55,45,0
105557,57,52,39,0
105558,66,72,50,0
105559,60,62,40,0
105560,68,61,40,0
105561,54,76,50,0
105562,66,63,48,0
105563,72,69,47,0
105564,56,72,40,0
105565,68,69,31,0
105566,78,61,47,0
105567,60,45,38,0
105568,50,60,38,0
105569,64,53,37,0
105570,71,66,48,0
105571,76,58,58,0
105572,63,52,43,0
105573,53,64,58,0
105574,64,64,37,0
105575,61,74,60,0
105576,57,62,31,0
105577,61,63,48,0
105578,58,58,44,0
105579,56,38,46,0
105580,63,59,40,0
105581,49,67,50,0
105582,58,65,53,0
105583,63,57,50,0
105584,62,65,36,0
105585,62,53,51,0
105586,65,53,51,0
105587,57,64,53,0
105588,70,64,46,0
105589,67,60,57,0
105590,60,61,33,0
105591,49,57,55,0
105592,66,61,43,0
105593,52,70,44,0
105594,51,70,41,0
105595,53,65,64,0
105596,59,76,51,0
105597,70,51,13,0
105598,63,65,51,0
105599,67,64,45,0
105600,54,67,41,0
105601,61,66,52,0
105602,55,68,50,0
105603,55,75,45,0
105604,60,70,48,0
105605,56,70,49,0
105606,61,61,48,0
105607,67,54,46,0
105608,62,66,40,0
105609,54,71,50,0
105610,71,65,48,0
105611,64,62,40,0
105612,74,64,41,0
105613,54,62,38,0
105614,63,57,39,0
105615,64,63,48,0
105616,71,71,71,0
105617,73,61,35,0
105618,69,55,60,0
105619,64,57,40,0
105620,56,69,51,0
105621,71,53,48,0
105622,67,63,54,0
105623,57,58,44,0
105624,70,70,58,0
105625,53,73,42,0
105626,59,60,41,0
105627,63,67,45,0
105628,51,80,48,0
105629,45,63,47,0
105630,65,61,43,0
105631,69,73,56,0
105632,71,73,43,0
105633,53,58,50,0
105634,54,50,43,0
105635,76,52,41,0
105636,63,60,44,0
105637,58,66,41,0
105638,69,69,35,0
105639,55,67,48,0
105640,69,59,47,0
105641,45,65,43,0
105642,61,72,36,0
105643,61,70,35,0
105644,64,61,56,0
105645,70,56,50,0
105646,58,63,25,0
105647,45,55,46,0
105648,61,64,40,0
105649,59,62,45,0
105650,59,60,46,0
105651,57,69,51,0
105652,42,62,46,0
105653,62,61,45,0
105654,60,58,37,0
105655,55,68,34,0
105656,66,66,42,0
105657,63,67,56,0
105658,65,64,54,0
105659,69,71,55,0
105660,64,62,53,0
105661,67,63,52,0
105662,78,56,33,0
105663,59,63,53,0
105664,57,50,59,0
105665,61,75,38,0
105666,54,61,42,0
105667,58,76,33,0
105668,68,62,26,0
105669,77,71,64,0
105670,68,61,45,0
105671,67,58,52,0
105672,60,67,47,0
105673,76,86,33,0
105674,56,83,46,0
105675,60,67,20,0
105676,65,52,40,0
105677,59,78,63,0
105678,61,72,62,0
105679,52,76,51,0
105680,58,60,50,0
105681,56,83,73,0
105682,63,50,31,0
105683,50,82,40,0
105684,58,73,46,0
105685,59,64,62,0
105686,71,80,47,0
105687,65,62,52,0
105688,53,61,44,0
105689,60,65,47,0
105690,61,65,48,0
105691,67,70,43,0
105692,78,65,45,0
105693,65,77,31,0
105694,56,48,31,0
105695,69,70,50,0
105696,61,75,43,0
105697,50,79,34,0
105698,51,50,42,0
105699,57,70,54,0
105700,59,79,41,0
105701,60,71,42,0
105702,53,86,55,0
105703,74,61,55,0
105704,67,73,38,0
105705,57,91,61,0
105706,67,62,57,0
105707,56,65,58,0
105708,70,77,42,0
105709,63,70,59,0
105710,65,82,28,0
105711,66,79,46,0
105712,70,72,41,0
105713,57,80,46,0
105714,62,88,55,0
105715,63,72,66,0
105716,61,65,58,0
105717,59,75,45,0
105718,75,70,31,0
105719,56,60,55,0
105720,54,69,51,0
105721,78,70,33,0
105722,83,72,43,0
105723,56,63,47,0
105724,62,60,46,0
105725,70,66,25,0
105726,68,67,45,0
105727,60,84,31,0
105728,57,56,68,0
105729,57,74,38,0
105730,50,80,55,0
105731,55,80,48,0
105732,68,73,33,0
105733,70,63,37,0
105734,57,67,58,0
105735,68,67,35,0
105736,48,65,61,0
105737,59,63,45,0
105738,68,62,42,0
105739,68,63,42,0
105740,70,80,68,0
105741,75,46,0,0
105742,68,69,34,0
105743,67,81,69,0
105744,64,45,50,0
105745,61,65,56,0
105746,70,68,31,0
105747,70,80,61,0
105748,59,74,74,0
105749,58,64,61,0
105750,64,67,60,0
105751,50,75,53,0
105752,43,91,53,0
105753,73,66,57,0
105754,57,65,50,0
105755,60,72,48,0
105756,70,42,36,0
105757,65,75,57,0
105758,70,65,71,0
105759,70,50,68,0
105760,62,76,44,0
105761,62,64,57,0
105762,55,81,35,0
105763,71,78,61,0
105764,55,72,52,0
105765,60,85,60,0
105766,50,79,27,0
105767,58,81,44,0
105768,68,76,36,0
105769,61,79,50,0
105770,68,86,32,0
105771,76,65,55,0
105772,55,73,66,0
105773,66,75,75,0
105774,67,72,25,0
105775,69,79,51,0
105776,73,83,45,0
105777,57,65,41,0
105778,54,55,34,0
105779,68,70,35,0
105780,60,66,40,0
105781,71,74,60,0
105782,47,74,43,0
105783,55,66,42,0
105784,65,55,52,0
105785,52,76,55,0
105786,63,66,52,0
105787,60,65,46,0
105788,63,59,33,0
105789,59,72,41,0
105790,53,63,30,0
105791,72,75,40,0
105792,67,73,45,0
105793,53,83,45,0
105794,64,75,60,0
105795,67,69,39,0
105796,52,80,57,0
105797,56,56,47,0
105798,67,51,50,0
105799,75,58,20,0
105800,70,69,25,0
105801,56,52,50,0
105802,72,64,48,0
105803,62,77,52,0
105804,50,58,51,0
105805,68,60,38,0
105806,72,69,52,0
105807,63,81,52,0
105808,66,57,59,0
105809,54,65,41,0
105810,61,74,51,0
105811,69,66,70,0
105812,64,52,56,0
105813,48,73,45,0
105814,59,67,42,0
105815,64,78,50,0
105816,68,60,38,0
105817,67,67,57,0
105818,71,79,53,0
105819,75,70,30,0
105820,57,78,61,0
105821,50,66,33,0
105822,67,70,48,0
105823,63,80,35,0
105824,64,63,45,0
105825,54,71,37,0
105826,61,69,46,0
105827,59,76,37,0
105828,61,75,43,0
105829,55,53,57,0
105830,60,76,50,0
105831,50,72,44,0
105832,69,61,46,0
105833,58,63,33,0
105834,63,58,46,0
105835,51,87,54,0
105836,49,71,46,0
105837,53,79,46,0
105838,54,62,40,0
105839,67,68,52,0
105840,62,71,43,0
105841,70,73,35,0
105842,66,76,42,0
105843,58,68,63,0
105844,59,71,45,0
105845,65,67,48,0
105846,61,62,48,0
105847,74,60,33,0
105848,67,56,43,0
105849,66,74,50,0
105850,63,81,53,0
105851,51,56,47,0
105852,60,62,43,0
105853,59,57,47,0
105854,67,54,62,0
105855,60,74,60,0
105856,56,78,49,0
105857,62,78,45,0
105858,57,83,61,0
105859,50,56,47,0
105860,69,75,39,0
105861,60,74,58,0
105862,65,69,52,0
105863,45,63,46,0
105864,60,77,46,0
105865,54,64,39,0
105866,69,61,33,0
105867,59,76,47,0
105868,63,63,37,0
105869,64,80,42,0
105870,61,62,46,0
105871,56,62,46,0
105872,69,78,43,0
105873,59,75,54,0
105874,58,71,43,0
105875,58,78,50,0
105876,64,66,55,0
105877,58,59,46,0
105878,50,65,50,0
105879,64,68,65,0
105880,66,71,51,0
105881,55,72,46,0
105882,57,60,48,0
105883,49,67,50,0
105884,50,71,54,0
105885,56,71,48,0
105886,60,64,56,0
105887,59,65,28,0
105888,67,61,42,0
105889,54,81,61,0
105890,64,75,55,0
105891,58,73,58,0
105892,59,76,57,0
105893,61,72,44,0
105894,54,76,43,0
105895,56,75,60,0
105896,50,69,66,0
105897,59,67,40,0
105898,58,60,34,0
105899,61,72,51,0
105900,71,52,35,0
105901,74,69,69,0
105902,69,68,60,0
105903,76,70,57,0
105904,58,78,52,0
105905,66,71,43,0
105906,71,68,45,0
105907,60,67,56,0
105908,68,75,64,0
105909,53,61,44,0
105910,60,63,29,0
105911,67,73,10,0
105912,60,82,48,0
105913,68,74,54,0
105914,62,57,29,0
105915,60,77,51,0
105916,52,72,47,0
105917,60,71,56,0
105918,56,71,44,0
105919,65,61,53,0
105920,68,68,47,0
105921,72,76,41,0
105922,72,63,51,0
105923,53,73,48,0
105924,57,62,42,0
105925,65,74,60,0
105926,68,75,57,0
105927,58,76,58,0
105928,68,69,46,0
105929,70,82,63,0
105930,61,55,45,0
105931,68,63,33,0
105932,70,66,42,0
105933,76,51,40,0
105934,64,72,52,0
105935,58,82,41,0
105936,56,72,44,0
105937,56,73,53,0
105938,61,72,42,0
105939,58,79,59,0
105940,69,76,48,0
105941,58,75,31,0
105942,66,53,53,0
105943,55,76,48,0
105944,60,77,54,0
105945,58,79,47,0
105946,57,60,54,0
105947,51,65,54,0
105948,73,70,50,0
105949,66,74,48,0
105950,70,83,59,0
105951,55,62,48,0
105952,60,64,44,0
105953,57,86,68,0
105954,67,68,34,0
105955,60,82,48,0
105956,55,76,54,0
105957,57,69,41,0
105958,44,66,36,0
105959,59,57,33,0
105960,67,72,44,0
105961,54,59,29,0
105962,64,59,57,0
105963,52,71,55,0
105964,63,71,34,0
105965,60,79,63,0
105966,49,50,58,0
105967,62,69,38,0
105968,47,46,44,0
105969,55,78,44,0
105970,64,73,51,0
105971,60,75,60,0
105972,56,78,46,0
105973,53,80,61,0
105974,55,77,47,0
105975,66,70,58,0
105976,70,77,58,0
105977,64,65,51,0
105978,52,68,61,0
105979,67,86,57,0
105980,67,76,45,0
105981,57,57,58,0
105982,62,65,60,0
105983,64,62,47,0
105984,67,63,41,0
105985,51,65,44,0
105986,47,65,40,0
105987,57,82,43,0
105988,82,65,52,0
105989,62,70,46,0
105990,54,46,39,0
105991,52,76,51,0
105992,56,44,42,0
105993,54,69,39,0
105994,56,55,59,0
105995,67,50,41,0
105996,63,58,33,0
105997,58,57,48,0
105998,60,71,30,0
105999,59,63,48,0
106000,71,60,61,0
106001,66,52,44,0
106002,50,54,48,0
106003,57,65,52,0
106004,72,43,57,0
106005,67,61,47,0
106006,62,66,59,0
106007,55,83,46,0
106008,67,72,51,0
106009,68,86,40,0
106010,60,77,63,0
106011,55,84,20,0
106012,66,72,37,0
106013,57,75,59,0
106014,56,68,38,0
106015,68,68,51,0
106016,46,70,59,0
106017,57,64,51,0
106018,57,77,55,0
106019,59,71,46,0
106020,54,68,28,0
106021,67,67,40,0
106022,63,80,48,0
106023,66,68,45,0
106024,58,55,51,0
106025,48,60,39,0
106026,61,64,50,0
106027,63,90,61,0
106028,59,61,36,0
106029,58,72,58,0
106030,48,73,29,0
106031,74,86,55,0
106032,62,78,52,0
106033,68,67,33,0
106034,61,66,50,0
106035,63,63,43,0
106036,59,76,41,0
106037,65,70,23,0
106038,72,60,40,0
106039,70,65,51,0
106040,60,68,33,0
106041,48,58,36,0
106042,48,40,34,0
106043,59,68,33,0
106044,48,76,40,0
106045,62,67,45,0
106046,64,45,36,0
106047,39,68,34,0
106048,65,51,42,0
106049,56,60,45,0
106050,74,61,26,0
106051,46,56,29,0
106052,50,82,39,0
106053,63,54,14,0
106054,66,60,63,0
106055,53,65,33,0
106056,59,71,55,0
106057,50,57,57,0
106058,56,67,51,0
106059,63,66,43,0
106060,64,63,16,0
106061,57,58,40,0
106062,43,82,60,0
106063,62,74,36,0
106064,42,75,40,0
106065,46,68,52,0
106066,49,48,39,0
106067,46,71,55,0
106068,53,83,42,0
106069,57,62,37,0
106070,64,77,63,0
106071,47,60,48,0
106072,55,78,57,0
106073,57,50,61,0
106074,60,64,44,0
106075,52,64,54,0
106076,65,65,41,0
106077,49,64,43,0
106078,57,70,46,0
106079,51,73,69,0
106080,60,86,62,0
106081,58,51,43,0
106082,60,69,36,0
106083,50,82,47,0
106084,67,68,60,0
106085,59,78,50,0
106086,51,67,46,0
106087,71,65,45,0
106088,60,58,33,0
106089,53,68,45,0
106090,60,71,39,0
106091,57,64,38,0
106092,60,57,50,0
106093,48,60,41,0
106094,59,63,59,0
106095,56,62,47,0
106096,47,67,41,0
106097,54,62,26,0
106098,73,57,30,0
106099,60,39,33,0
106100,64,66,50,0
106101,60,53,60,0
106102,43,60,37,0
106103,64,75,56,0
106104,51,70,48,0
106105,58,69,34,0
106106,75,67,50,0
106107,58,66,57,0
106108,63,63,40,0
106109,70,76,41,0
106110,73,68,66,0
106111,57,64,47,0
106112,58,79,40,0
106113,59,53,35,0
106114,73,57,35,0
106115,44,70,27,0
106116,78,54,41,0
106117,47,77,53,0
106118,44,66,50,0
106119,52,61,35,0
106120,55,62,56,0
106121,80,100,0,0
106122,64,60,38,0
106123,63,86,36,0
106124,66,65,27,0
106125,64,84,27,0
106126,62,54,39,0
106127,53,71,45,0
106128,64,55,55,0
106129,57,67,41,0
106130,64,49,59,0
106131,68,79,27,0
106132,58,67,41,0
106133,55,66,55,0
106134,65,61,55,0
106135,64,70,50,0
106136,67,52,33,0
106137,74,63,31,0
106138,59,62,27,0
106139,57,69,48,0
106140,55,70,33,0
106141,47,40,28,0
106142,57,65,51,0
106143,62,57,33,0
106144,69,72,47,0
106145,64,65,50,0
106146,52,60,56,0
106147,55,73,36,0
106148,57,47,43,0
106149,58,79,40,0
106150,65,63,40,0
106151,54,57,48,0
106152,62,59,37,0
106153,50,71,47,0
106154,51,82,55,0
106155,53,63,46,0
106156,51,84,41,0
106157,50,41,38,0
106158,59,56,17,0
106159,66,41,35,0
106160,61,52,42,0
106161,58,60,48,0
106162,73,61,42,0
106163,53,63,31,0
106164,44,61,39,0
106165,61,65,33,0
106166,60,61,46,0
106167,50,64,62,0
106168,53,63,48,0
106169,52,70,41,0
106170,54,72,45,0
106171,56,66,40,0
106172,46,95,50,0
106173,66,58,50,0
106174,55,73,58,0
106175,55,71,50,0
106176,53,74,37,0
106177,61,71,42,0
106178,60,80,40,0
106179,60,72,46,0
106180,56,66,34,0
106181,72,41,50,0
106182,56,57,37,0
106183,44,80,39,0
106184,54,76,48,0
106185,60,62,59,0
106186,57,62,57,0
106187,61,75,60,0
106188,71,68,40,0
106189,63,63,52,0
106190,51,68,60,0
106191,64,76,41,0
106192,67,81,61,0
106193,65,73,43,0
106194,57,65,37,0
106195,51,71,62,0
106196,59,87,40,0
106197,58,73,56,0
106198,54,58,44,0
106199,47,78,50,0
106200,41,78,56,0
106201,75,70,55,0
106202,51,77,37,0
106203,54,75,54,0
106204,50,87,65,0
106205,67,82,57,0
106206,63,73,46,0
106207,49,68,41,0
106208,64,80,44,0
106209,47,73,48,0
106210,70,67,58,0
106211,54,77,36,0
106212,55,75,41,0
106213,58,69,42,0
106214,59,80,44,0
106215,63,90,60,0
106216,55,65,52,0
106217,72,75,47,0
106218,53,70,57,0
106219,66,62,48,0
106220,64,77,36,0
106221,63,86,41,0
106222,68,65,43,0
106223,47,71,56,0
106224,54,65,52,0
106225,60,65,48,0
106226,63,80,50,0
106227,61,72,19,0
106228,69,69,43,0
106229,70,81,61,0
106230,53,56,42,0
106231,60,67,40,0
106232,59,72,40,0
106233,64,64,26,0
106234,41,70,47,0
106235,59,73,34,0
106236,48,70,55,0
106237,58,78,47,0
106238,53,62,42,0
106239,53,63,38,0
106240,65,61,50,0
106241,56,68,48,0
106242,70,62,58,0
106243,57,77,55,0
106244,61,63,61,0
106245,56,63,52,0
106246,51,81,41,0
106247,56,78,55,0
106248,62,67,48,0
106249,61,76,46,0
106250,64,71,43,0
106251,65,68,26,0
106252,58,55,56,0
106253,72,48,68,0
106254,57,78,41,0
106255,63,73,60,0
106256,65,75,55,0
106257,61,68,35,0
106258,69,56,38,0
106259,53,79,41,0
106260,56,89,45,0
106261,52,80,54,0
106262,57,61,48,0
106263,50,81,42,0
106264,73,70,38,0
106265,60,66,33,0
106266,55,68,48,0
106267,70,78,64,0
106268,55,66,37,0
106269,57,65,48,0
106270,65,75,43,0
106271,51,55,20,0
106272,60,65,47,0
106273,53,71,45,0
106274,51,79,47,0
106275,54,67,40,0
106276,52,66,59,0
106277,60,76,64,0
106278,67,79,40,0
106279,57,66,54,0
106280,53,66,52,0
106281,54,80,51,0
106282,70,70,50,0
106283,76,65,23,0
106284,69,70,38,0
106285,55,69,55,0
106286,52,81,41,0
106287,50,50,36,0
106288,55,77,43,0
106289,68,62,53,0
106290,54,80,22,0
106291,60,69,40,0
106292,52,69,30,0
106293,54,76,54,0
106294,65,67,62,0
106295,62,59,30,0
106296,51,75,48,0
106297,46,61,37,0
106298,56,64,62,0
106299,49,77,60,0
106300,56,83,47,0
106301,53,66,34,0
106302,57,84,48,0
106303,53,72,51,0
106304,60,60,36,0
106305,45,56,50,0
106306,58,71,44,0
106307,67,73,48,0
106308,54,71,25,0
106309,47,70,59,0
106310,45,67,67,0
106311,55,78,41,0
106312,69,60,59,0
106313,56,65,48,0
106314,66,85,57,0
106315,63,70,38,0
106316,48,41,27,0
106317,53,74,51,0
106318,51,66,50,0
106319,67,75,54,0
106320,63,57,31,0
106321,50,65,44,0
106322,54,57,53,0
106323,54,68,47,0
106324,54,73,48,0
106325,47,69,50,0
106326,61,73,54,0
106327,59,70,46,0
106328,48,69,29,0
106329,57,74,35,0
106330,58,62,39,0
106331,64,68,39,0
106332,58,55,37,0
106333,56,83,58,0
106334,69,78,32,0
106335,51,63,52,0
106336,60,81,52,0
106337,60,74,36,0
106338,52,64,58,0
106339,60,62,56,0
106340,47,85,42,0
106341,52,83,62,0
106342,65,60,39,0
106343,53,66,53,0
106344,56,72,58,0
106345,54,65,59,0
106346,56,82,62,0
106347,73,69,42,0
106348,55,71,57,0
106349,46,51,42,0
106350,45,71,39,0
106351,53,70,40,0
106352,46,72,58,0
106353,64,80,62,0
106354,67,64,45,0
106355,53,60,50,0
106356,58,55,48,0
106357,52,66,41,0
106358,67,67,48,0
106359,48,54,39,0
106360,51,71,42,0
106361,61,83,50,0
106362,58,71,44,0
106363,59,80,35,0
106364,40,77,45,0
106365,53,40,45,0
106366,68,74,54,0
106367,58,76,47,0
106368,60,69,36,0
106369,56,77,42,0
106370,63,79,56,0
106371,50,69,43,0
106372,50,78,45,0
106373,54,54,26,0
106374,59,71,36,0
106375,53,67,37,0
106376,60,54,34,0
106377,52,72,46,0
106378,63,68,48,0
106379,61,68,45,0
106380,61,58,40,0
106381,65,64,48,0
106382,63,62,53,0
106383,60,62,44,0
106384,67,61,40,0
106385,54,65,46,0
106386,49,65,53,0
106387,60,61,37,0
106388,52,61,60,0
106389,67,72,68,0
106390,48,71,43,0
106391,63,69,50,0
106392,46,78,38,0
106393,43,64,37,0
106394,62,57,44,0
106395,62,68,55,0
106396,57,62,48,0
106397,73,76,53,0
106398,48,68,47,0
106399,63,63,37,0
106400,51,74,37,0
106401,50,78,33,0
106402,54,63,43,0
106403,56,47,44,0
106404,67,61,24,0
106405,62,59,63,0
106406,38,61,40,0
106407,53,72,57,0
106408,67,60,30,0
106409,49,71,46,0
106410,53,70,48,0
106411,53,76,37,0
106412,56,67,49,0
106413,54,70,55,0
106414,58,75,58,0
106415,52,69,43,0
106416,57,70,57,0
106417,52,75,35,0
106418,47,70,48,0
106419,53,59,48,0
106420,61,64,42,0
106421,42,64,46,0
106422,53,54,44,0
106423,58,83,54,0
106424,51,71,48,0
106425,62,71,37,0
106426,50,58,30,0
106427,57,78,38,0
106428,56,70,44,0
106429,34,61,53,0
106430,53,72,36,0
106431,45,80,52,0
106432,51,70,51,0
106433,59,69,39,0
106434,46,67,48,0
106435,44,73,47,0
106436,57,52,46,0
106437,46,59,45,0
106438,61,69,42,0
106439,44,78,40,0
106440,53,67,51,0
106441,66,72,57,0
106442,55,75,43,0
106443,64,62,53,0
106444,60,58,44,0
106445,61,69,43,0
106446,60,70,53,0
106447,58,64,48,0
106448,57,69,48,0
106449,63,68,39,0
106450,61,75,35,0
106451,63,65,54,0
106452,60,76,39,0
106453,49,74,57,0
106454,63,77,48,0
106455,65,66,47,0
106456,56,63,33,0
106457,54,70,51,0
106458,58,64,47,0
106459,51,44,43,0
106460,57,69,39,0
106461,60,69,38,0
106462,57,60,45,0
106463,52,66,50,0
106464,54,74,48,0
106465,59,81,55,0
106466,65,79,56,0
106467,51,70,40,0
106468,53,53,40,0
106469,54,67,52,0
106470,59,77,42,0
106471,57,71,46,0
106472,66,67,36,0
106473,62,60,43,0
106474,59,66,44,0
106475,46,68,50,0
106476,64,61,42,0
106477,57,65,52,0
106478,66,71,38,0
106479,51,81,56,0
106480,63,65,44,0
106481,50,75,42,0
106482,67,64,36,0
106483,63,67,38,0
106484,61,70,53,0
106485,58,57,50,0
106486,60,58,60,0
106487,45,63,63,0
106488,56,80,42,0
106489,58,70,55,0
106490,58,75,44,0
106491,58,67,48,0
106492,68,69,52,0
106493,51,76,53,0
106494,60,73,57,0
106495,57,70,37,0
106496,60,61,41,0
106497,45,60,22,0
106498,48,57,50,0
106499,63,71,46,0
106500,70,65,53,0
106501,66,68,46,0
106502,68,56,65,0
106503,68,58,55,0
106504,73,59,33,0
106505,49,68,53,0
106506,64,69,54,0
106507,66,63,44,0
106508,64,64,50,0
106509,61,67,48,0
106510,51,71,42,0
106511,67,62,64,0
106512,63,76,55,0
106513,52,70,45,0
106514,71,74,41,0
106515,63,72,60,0
106516,64,75,65,0
106517,63,78,48,0
106518,59,82,48,0
106519,55,66,33,0
106520,67,62,57,0
106521,51,81,55,0
106522,59,72,44,0
106523,48,75,50,0
106524,57,56,50,0
106525,62,70,55,0
106526,59,62,45,0
106527,52,58,50,0
106528,62,58,34,0
106529,54,68,55,0
106530,60,70,52,0
106531,53,72,47,0
106532,45,65,41,0
106533,52,72,49,0
106534,59,72,20,0
106535,48,77,59,0
106536,55,70,40,0
106537,53,69,34,0
106538,59,76,61,0
106539,52,65,38,0
106540,50,58,52,0
106541,61,70,51,0
106542,58,78,35,0
106543,49,55,58,0
106544,48,76,37,0
106545,60,65,51,0
106546,66,80,58,0
106547,63,61,54,0
106548,51,70,35,0
106549,70,57,25,0
106550,45,70,56,0
106551,47,78,58,0
106552,51,76,45,0
106553,60,50,48,0
106554,44,72,32,0
106555,56,78,24,0
106556,48,75,36,0
106557,56,80,40,0
106558,62,58,47,0
106559,59,52,30,0
106560,55,57,35,0
106561,73,50,70,0
106562,63,63,57,0
106563,50,61,47,0
106564,68,68,58,0
106565,57,62,29,0
106566,63,48,45,0
106567,54,63,56,0
106568,56,74,46,0
106569,65,61,57,0
106570,68,69,54,0
106571,52,75,54,0
106572,59,60,63,0
106573,50,69,56,0
106574,72,63,61,0
106575,63,82,61,0
106576,61,67,52,0
106577,59,70,42,0
106578,63,66,64,0
106579,67,67,40,0
106580,50,64,48,0
106581,57,57,53,0
106582,58,70,38,0
106583,47,76,42,0
106584,48,66,50,0
106585,54,70,48,0
106586,53,57,36,0
106587,66,54,52,0
106588,53,77,56,0
106589,38,77,40,0
106590,29,30,29,0
106591,54,78,25,0
106592,64,62,45,0
106593,54,64,43,0
106594,47,64,51,0
106595,43,10,15,0
106596,44,76,47,0
106597,51,71,43,0
106598,36,50,14,0
106599,64,73,44,0
106600,57,59,48,0
106601,56,62,52,0
106602,53,67,58,0
106603,68,56,53,0
106604,54,69,46,0
106605,43,70,48,0
106606,59,58,21,0
106607,67,66,25,0
106608,45,58,43,0
106609,53,65,56,0
106610,47,71,45,0
106611,55,73,52,0
106612,53,56,53,0
106613,65,74,39,0
106614,52,72,50,0
106615,57,71,38,0
106616,65,64,48,0
106617,60,55,29,0
106618,50,73,34,0
106619,55,57,38,0
106620,54,73,55,0
106621,54,67,47,0
106622,67,51,40,0
106623,60,82,55,0
106624,41,88,35,0
106625,61,70,44,0
106626,45,63,42,0
106627,56,73,58,0
106628,51,66,44,0
106629,54,88,51,0
106630,78,50,50,0
106631,48,51,40,0
106632,53,73,51,0
106633,51,67,34,0
106634,57,48,34,0
106635,57,53,57,0
106636,70,55,35,0
106637,64,71,40,0
106638,54,48,52,0
106639,57,81,50,0
106640,49,64,48,0
106641,54,72,35,0
106642,64,75,50,0
106643,51,68,33,0
106644,41,78,33,0
106645,67,75,41,0
106646,58,55,52,0
106647,61,66,50,0
106648,52,57,36,0
106649,48,69,46,0
106650,47,68,28,0
106651,67,68,45,0
106652,67,59,39,0
106653,62,72,45,0
106654,58,77,42,0
106655,58,50,50,0
106656,54,84,56,0
106657,57,65,46,0
106658,65,71,35,0
106659,66,64,33,0
106660,56,70,51,0
106661,63,80,47,0
106662,64,65,40,0
106663,66,72,29,0
106664,64,77,50,0
106665,62,65,56,0
106666,63,78,36,0
106667,42,86,36,0
106668,66,51,39,0
106669,57,71,35,0
106670,64,62,50,0
106671,56,85,28,0
106672,62,68,47,0
106673,60,81,52,0
106674,52,64,46,0
106675,55,68,39,0
106676,50,54,40,0
106677,58,56,46,0
106678,47,45,29,0
106679,65,58,52,0
106680,65,85,57,0
106681,51,59,52,0
106682,63,83,60,0
106683,57,60,60,0
106684,58,70,57,0
106685,56,71,46,0
106686,45,67,37,0
106687,50,47,57,0
106688,60,64,51,0
106689,70,60,51,0
106690,62,71,56,0
106691,70,80,46,0
106692,55,53,28,0
106693,52,75,63,0
106694,55,76,41,0
106695,61,61,42,0
106696,65,55,38,0
106697,62,86,47,0
106698,51,68,46,0
106699,54,80,50,0
106700,65,80,51,0
106701,61,81,50,0
106702,64,44,42,0
106703,56,65,59,0
106704,61,68,51,0
106705,60,69,53,0
106706,79,48,40,0
106707,71,83,59,0
106708,65,72,23,0
106709,63,68,63,0
106710,67,71,48,0
106711,63,69,23,0
106712,58,77,53,0
106713,51,76,50,0
106714,63,77,53,0
106715,65,66,50,0
106716,56,61,44,0
106717,53,60,38,0
106718,46,60,38,0
106719,66,76,58,0
106720,45,59,26,0
106721,76,70,47,0
106722,63,70,16,0
106723,55,73,29,0
106724,62,61,40,0
106725,66,67,42,0
106726,52,51,41,0
106727,63,72,39,0
106728,57,77,30,0
106729,70,42,25,0
106730,62,63,48,0
106731,50,66,37,0
106732,59,72,59,0
106733,69,69,11,0
106734,59,71,40,0
106735,69,65,48,0
106736,59,53,40,0
106737,62,64,36,0
106738,58,67,46,0
106739,74,59,35,0
106740,63,61,52,0
106741,58,61,46,0
106742,56,62,48,0
106743,65,50,35,0
106744,64,67,36,0
106745,67,65,35,0
106746,56,64,41,0
106747,56,64,38,0
106748,65,69,47,0
106749,74,67,50,0
106750,65,67,50,0
106751,63,77,48,0
106752,59,61,44,0
106753,50,68,55,0
106754,50,65,58,0
106755,66,64,51,0
106756,62,69,54,0
106757,68,64,38,0
106758,54,73,54,0
106759,52,80,55,0
106760,58,77,46,0
106761,64,67,41,0
106762,50,68,39,0
106763,41,73,54,0
106764,68,58,54,0
106765,63,74,50,0
106766,66,73,57,0
106767,66,66,27,0
106768,57,70,42,0
106769,59,30,44,0
106770,67,77,47,0
106771,56,83,40,0
106772,59,66,54,0
