,1stServesIn,1stWon,2ndWon,win
5363,62,77,46,1
5364,54,78,60,1
5365,65,81,65,1
5366,53,78,46,1
5367,58,80,78,1
5368,59,74,55,1
5369,67,70,52,1
5370,59,81,48,1
5371,62,62,53,1
5372,55,81,55,1
5373,44,82,53,1
5374,59,76,53,1
5375,64,86,72,1
5376,56,75,56,1
5377,61,81,39,1
5378,58,78,58,1
5379,58,74,50,1
5380,58,93,95,1
5381,57,84,55,1
5382,55,71,59,1
5383,75,74,69,1
5384,65,72,46,1
5385,63,73,50,1
5386,58,77,75,1
5387,47,84,70,1
5388,67,80,62,1
5389,54,63,49,1
5390,55,79,67,1
5391,58,90,54,1
5392,58,86,54,1
5393,55,80,56,1
5394,51,74,60,1
5395,63,75,56,1
5396,61,70,59,1
5397,56,63,62,1
5398,51,68,51,1
5399,54,67,59,1
5400,53,60,57,1
5401,57,77,52,1
5402,57,74,53,1
5403,52,77,64,1
5404,43,88,65,1
5405,57,80,57,1
5406,79,75,72,1
5407,52,88,52,1
5408,75,75,48,1
5409,55,78,64,1
5410,65,71,57,1
5411,50,85,50,1
5412,51,71,47,1
5413,58,80,55,1
5414,75,79,71,1
5415,48,97,69,1
5416,64,81,57,1
5417,60,80,59,1
5418,55,80,48,1
5419,63,79,55,1
5420,71,67,68,1
5421,60,81,48,1
5422,58,82,53,1
5423,56,80,72,1
5424,60,75,53,1
5425,58,79,46,1
5426,60,84,60,1
5427,54,86,57,1
5428,59,80,54,1
5429,55,77,52,1
5430,63,78,61,1
5431,57,84,59,1
5432,66,80,57,1
5433,62,80,64,1
5434,58,69,58,1
5435,68,80,60,1
5436,66,81,62,1
5437,66,75,50,1
5438,64,68,56,1
5439,45,69,53,1
5440,48,70,67,1
5441,65,87,46,1
5442,62,75,62,1
5443,60,79,54,1
5444,63,79,61,1
5445,58,72,50,1
5446,54,78,50,1
5447,49,88,41,1
5448,69,77,61,1
5449,75,86,64,1
5450,58,87,53,1
5451,64,75,47,1
5452,60,82,64,1
5453,53,73,53,1
5454,54,74,62,1
5455,52,86,60,1
5456,59,81,54,1
5457,54,79,57,1
5458,54,85,64,1
5459,66,71,70,1
5460,51,82,64,1
5461,56,82,50,1
5462,62,75,58,1
5463,62,79,58,1
5464,58,78,55,1
5465,63,81,54,1
5466,63,83,50,1
5467,57,66,59,1
5468,60,79,65,1
5469,66,80,43,1
5470,67,86,64,1
5471,65,75,48,1
5472,53,78,62,1
5473,49,87,60,1
5474,48,74,72,1
5475,63,87,52,1
5476,43,88,62,1
5477,49,84,67,1
5478,64,72,65,1
5479,55,70,70,1
5480,50,87,54,1
5481,54,70,44,1
5482,45,83,47,1
5483,62,76,61,1
5484,72,82,47,1
5485,64,60,64,1
5486,60,80,69,1
5487,58,85,47,1
5488,58,80,55,1
5489,67,74,42,1
5490,55,73,54,1
5491,59,78,64,1
5492,68,87,64,1
5493,71,82,50,1
5494,55,70,66,1
5495,59,82,50,1
5496,55,73,45,1
5497,67,73,50,1
5498,57,64,42,1
5499,82,82,45,1
5500,57,74,41,1
5501,60,71,72,1
5502,46,74,54,1
5503,60,78,55,1
5504,52,62,59,1
5505,52,90,42,1
5506,61,82,57,1
5507,70,76,52,1
5508,45,55,63,1
5509,57,75,41,1
5510,62,72,51,1
5511,61,70,57,1
5512,66,64,51,1
5513,40,75,60,1
5514,81,91,50,1
5515,65,83,37,1
5516,52,70,66,1
5517,62,64,48,1
5518,64,87,50,1
5519,55,66,56,1
5520,72,60,31,1
5521,52,71,55,1
5522,71,75,59,1
5523,61,62,52,1
5524,68,80,50,1
5525,58,71,48,1
5526,55,78,55,1
5527,66,73,70,1
5528,62,80,64,1
5529,44,79,55,1
5530,55,75,50,1
5531,57,66,67,1
5532,52,73,49,1
5533,58,72,52,1
5534,67,64,64,1
5535,60,68,64,1
5536,68,75,53,1
5537,55,89,64,1
5538,62,75,46,1
5539,57,65,68,1
5540,61,73,52,1
5541,53,70,53,1
5542,64,68,45,1
5543,41,75,54,1
5544,45,75,61,1
5545,61,74,38,1
5546,45,77,56,1
5547,59,72,62,1
5548,59,76,51,1
5549,42,81,55,1
5550,50,88,68,1
5551,51,77,45,1
5552,60,80,73,1
5553,57,70,47,1
5554,52,78,50,1
5555,65,68,59,1
5556,63,71,46,1
5557,50,80,55,1
5558,57,78,52,1
5559,57,86,70,1
5560,56,71,51,1
5561,73,75,59,1
5562,64,61,59,1
5563,63,67,51,1
5564,55,65,45,1
5565,62,73,54,1
5566,55,78,41,1
5567,57,76,54,1
5568,51,71,67,1
5569,56,83,58,1
5570,55,70,52,1
5571,54,81,49,1
5572,65,84,44,1
5573,60,76,49,1
5574,70,78,60,1
5575,69,72,55,1
5576,56,74,50,1
5577,56,78,60,1
5578,64,69,42,1
5579,49,88,56,1
5580,43,73,55,1
5581,57,75,72,1
5582,72,81,55,1
5583,67,57,55,1
5584,74,86,60,1
5585,59,73,40,1
5586,58,77,72,1
5587,68,65,55,1
5588,85,72,63,1
5589,82,66,56,1
5590,46,69,47,1
5591,64,66,57,1
5592,49,76,52,1
5593,69,79,46,1
5594,62,65,62,1
5595,62,72,53,1
5596,55,90,64,1
5597,47,93,57,1
5598,50,81,58,1
5599,71,73,60,1
5600,55,64,57,1
5601,72,75,65,1
5602,54,73,48,1
5603,56,76,54,1
5604,63,86,68,1
5605,56,78,56,1
5606,59,60,61,1
5607,59,86,76,1
5608,51,80,35,1
5609,72,72,53,1
5610,57,75,47,1
5611,64,63,54,1
5612,53,75,45,1
5613,56,78,37,1
5614,61,72,53,1
5615,62,71,51,1
5616,64,67,56,1
5617,60,71,66,1
5618,42,76,65,1
5619,67,78,60,1
5620,66,75,51,1
5621,54,84,56,1
5622,56,85,50,1
5623,47,78,53,1
5624,50,88,47,1
5625,71,89,73,1
5626,60,72,60,1
5627,50,84,57,1
5628,48,90,50,1
5629,78,76,51,1
5630,60,75,52,1
5631,65,76,54,1
5632,64,72,51,1
5633,74,72,64,1
5634,61,74,51,1
5635,63,80,51,1
5636,61,72,46,1
5637,67,73,41,1
5638,60,75,62,1
5639,50,76,49,1
5640,43,77,55,1
5641,72,74,60,1
5642,63,77,58,1
5643,49,68,48,1
5644,55,84,65,1
5645,75,74,52,1
5646,68,77,64,1
5647,67,78,48,1
5648,48,76,68,1
5649,55,68,50,1
5650,62,81,58,1
5651,67,87,40,1
5652,55,87,42,1
5653,56,65,55,1
5654,71,78,61,1
5655,65,71,46,1
5656,56,82,54,1
5657,61,82,52,1
5658,54,75,63,1
5659,49,76,62,1
5660,61,75,61,1
5661,49,72,43,1
5662,51,66,56,1
5663,46,82,53,1
5664,54,62,65,1
5665,51,76,43,1
5666,59,90,61,1
5667,57,70,55,1
5668,57,84,43,1
5669,57,77,55,1
5670,61,85,59,1
5671,71,68,39,1
5672,46,65,59,1
5673,51,68,55,1
5674,60,71,44,1
5675,61,84,45,1
5676,60,77,69,1
5677,55,72,53,1
5678,67,67,44,1
5679,56,88,73,1
5680,41,78,46,1
5681,53,72,47,1
5682,68,73,81,1
5683,61,85,45,1
5684,61,63,48,1
5685,50,66,40,1
5686,51,62,48,1
5687,43,85,47,1
5688,53,60,75,1
5689,71,84,69,1
5690,57,55,61,1
5691,71,69,64,1
5692,48,52,60,1
5693,56,76,63,1
5694,61,67,51,1
5695,47,92,50,1
5696,63,91,53,1
5697,56,70,54,1
5698,71,60,55,1
5699,45,75,58,1
5700,49,73,50,1
5701,61,78,34,1
5702,56,64,44,1
5703,61,84,50,1
5704,53,65,64,1
5705,52,55,58,1
5706,58,83,51,1
5707,72,69,50,1
5708,45,90,43,1
5709,59,63,47,1
5710,56,85,61,1
5711,68,75,40,1
5712,57,84,54,1
5713,46,76,70,1
5714,61,75,61,1
5715,63,74,68,1
5716,52,70,65,1
5717,73,77,81,1
5718,60,77,66,1
5719,75,71,61,1
5720,59,69,61,1
5721,58,82,60,1
5722,54,78,57,1
5723,61,86,78,1
5724,50,81,66,1
5725,52,76,57,1
5726,69,69,78,1
5727,53,77,53,1
5728,60,63,51,1
5729,54,77,60,1
5730,40,79,50,1
5731,58,70,69,1
5732,50,77,62,1
5733,61,67,54,1
5734,69,92,41,1
5735,48,71,35,1
5736,58,80,60,1
5737,52,62,71,1
5738,50,76,53,1
5739,52,71,59,1
5740,57,78,74,1
5741,56,90,41,1
5742,64,74,73,1
5743,65,60,78,1
5744,61,81,55,1
5745,50,84,65,1
5746,63,77,61,1
5747,49,81,51,1
5748,60,76,60,1
5749,53,64,56,1
5750,60,81,48,1
5751,46,81,44,1
5752,49,64,52,1
5753,47,93,59,1
5754,55,91,63,1
5755,48,83,66,1
5756,56,82,59,1
5757,67,80,64,1
5758,71,80,34,1
5759,47,100,78,1
5760,55,70,59,1
5761,48,79,57,1
5762,61,73,53,1
5763,57,80,52,1
5764,63,65,58,1
5765,58,84,55,1
5766,55,76,70,1
5767,50,75,61,1
5768,50,72,48,1
5769,62,81,50,1
5770,46,75,60,1
5771,60,80,66,1
5772,54,82,57,1
5773,54,73,60,1
5774,46,77,55,1
5775,52,90,47,1
5776,54,89,51,1
5777,73,69,69,1
5778,64,74,41,1
5779,65,76,47,1
5780,51,87,67,1
5781,63,82,47,1
5782,58,86,57,1
5783,49,75,48,1
5784,58,75,53,1
5785,55,90,57,1
5786,51,80,70,1
5787,59,63,59,1
5788,39,86,65,1
5789,52,89,76,1
5790,48,63,40,1
5791,58,70,51,1
5792,48,77,48,1
5793,89,72,0,1
5794,65,89,46,1
5795,90,61,50,1
5796,56,68,47,1
5797,48,65,51,1
5798,73,67,65,1
5799,48,52,44,1
5800,63,82,56,1
5801,44,85,53,1
5802,73,80,54,1
5803,64,77,57,1
5804,63,86,70,1
5805,53,66,71,1
5806,60,75,42,1
5807,56,63,50,1
5808,84,71,41,1
5809,49,73,40,1
5810,46,70,43,1
5811,60,62,46,1
5812,60,66,53,1
5813,66,75,69,1
5814,59,71,55,1
5815,64,68,60,1
5816,61,76,47,1
5817,64,83,58,1
5818,48,95,43,1
5819,60,78,59,1
5820,59,72,52,1
5821,56,75,77,1
5822,74,82,64,1
5823,69,79,76,1
5824,73,69,70,1
5825,54,83,70,1
5826,51,84,53,1
5827,65,89,73,1
5828,55,77,51,1
5829,71,82,50,1
5830,50,71,58,1
5831,58,81,53,1
5832,51,74,62,1
5833,39,100,55,1
5834,56,72,52,1
5835,64,70,48,1
5836,48,76,59,1
5837,65,78,50,1
5838,53,85,58,1
5839,50,86,65,1
5840,58,73,60,1
5841,56,73,69,1
5842,67,89,50,1
5843,44,79,49,1
5844,55,72,54,1
5845,46,95,66,1
5846,50,69,68,1
5847,61,77,44,1
5848,53,77,65,1
5849,54,76,50,1
5850,50,70,57,1
5851,60,86,57,1
5852,83,71,20,1
5853,55,79,73,1
5854,54,77,54,1
5855,58,83,47,1
5856,41,69,66,1
5857,87,82,60,1
5858,66,75,75,1
5859,60,60,66,1
5860,47,72,71,1
5861,51,78,63,1
5862,52,73,55,1
5863,61,66,52,1
5864,60,66,50,1
5865,49,70,45,1
5866,53,71,53,1
5867,54,64,43,1
5868,60,74,64,1
5869,55,77,57,1
5870,60,82,52,1
5871,57,79,42,1
5872,56,81,59,1
5873,61,76,45,1
5874,67,80,42,1
5875,45,81,56,1
5876,56,76,30,1
5877,69,81,58,1
5878,52,92,47,1
5879,61,86,73,1
5880,60,93,47,1
5881,54,67,42,1
5882,41,79,66,1
5883,60,71,52,1
5884,66,80,44,1
5885,54,78,48,1
5886,64,74,57,1
5887,58,80,57,1
5888,59,92,76,1
5889,60,79,55,1
5890,58,79,64,1
5891,42,70,55,1
5892,53,80,46,1
5893,60,71,50,1
5894,45,87,73,1
5895,42,66,100,1
5896,57,85,44,1
5897,63,65,60,1
5898,58,66,48,1
5899,60,83,37,1
5900,43,75,61,1
5901,60,76,50,1
5902,58,73,44,1
5903,49,80,53,1
5904,64,80,71,1
5905,46,73,45,1
5906,70,85,66,1
5907,37,77,49,1
5908,52,72,58,1
5909,60,76,68,1
5910,59,74,61,1
5911,68,79,44,1
5912,56,68,46,1
5913,55,87,53,1
5914,43,80,70,1
5915,69,69,63,1
5916,60,84,59,1
5917,51,74,51,1
5918,54,70,78,1
5919,63,73,68,1
5920,54,78,55,1
5921,50,68,44,1
5922,48,76,52,1
5923,58,85,41,1
5924,45,79,55,1
5925,50,92,65,1
5926,60,72,66,1
5927,52,75,56,1
5928,64,79,68,1
5929,53,72,51,1
5930,55,81,62,1
5931,64,70,57,1
5932,60,72,54,1
5933,46,85,75,1
5934,67,83,47,1
5935,47,86,42,1
5936,57,81,37,1
5937,62,64,54,1
5938,51,74,52,1
5939,56,79,50,1
5940,70,70,88,1
5941,44,88,66,1
5942,68,78,68,1
5943,51,92,56,1
5944,72,71,45,1
5945,54,81,65,1
5946,56,90,60,1
5947,49,68,60,1
5948,61,78,69,1
5949,61,72,51,1
5950,66,80,83,1
5951,57,82,48,1
5952,69,84,35,1
5953,60,70,65,1
5954,73,78,72,1
5955,55,64,48,1
5956,55,83,48,1
5957,53,86,57,1
5958,58,86,51,1
5959,73,71,43,1
5960,66,70,51,1
5961,70,65,50,1
5962,64,95,63,1
5963,69,73,65,1
5964,68,72,52,1
5965,57,69,66,1
5966,67,75,52,1
5967,63,74,55,1
5968,41,67,61,1
5969,55,75,51,1
5970,58,93,69,1
5971,54,75,56,1
5972,68,72,70,1
5973,60,77,45,1
5974,57,76,52,1
5975,69,78,42,1
5976,47,75,57,1
5977,57,80,50,1
5978,47,85,54,1
5979,63,81,59,1
5980,61,72,50,1
5981,63,66,52,1
5982,44,77,47,1
5983,78,70,45,1
5984,58,93,53,1
5985,55,78,57,1
5986,70,67,57,1
5987,71,72,56,1
5988,74,73,53,1
5989,49,66,50,1
5990,50,73,63,1
5991,53,87,50,1
5992,54,76,48,1
5993,69,75,60,1
5994,57,68,51,1
5995,63,73,70,1
5996,55,58,56,1
5997,56,80,50,1
5998,50,74,45,1
5999,38,78,77,1
6000,70,78,38,1
6001,60,69,53,1
6002,44,86,53,1
6003,57,71,61,1
6004,49,76,55,1
6005,56,77,53,1
6006,51,70,59,1
6007,59,72,50,1
6008,53,80,59,1
6009,68,73,47,1
6010,56,60,48,1
6011,69,72,42,1
6012,55,73,33,1
6013,53,86,63,1
6014,51,75,50,1
6015,66,70,37,1
6016,69,69,47,1
6017,48,68,53,1
6018,66,68,87,1
6019,60,78,41,1
6020,55,76,52,1
6021,54,80,46,1
6022,74,70,40,1
6023,57,64,48,1
6024,67,55,59,1
6025,62,82,57,1
6026,57,74,69,1
6027,58,72,64,1
6028,63,70,51,1
6029,60,78,53,1
6030,70,70,50,1
6031,69,69,64,1
6032,56,76,52,1
6033,71,85,81,1
6034,56,79,57,1
6035,54,67,60,1
6036,65,73,54,1
6037,69,73,65,1
6038,53,78,58,1
6039,53,65,55,1
6040,55,77,58,1
6041,59,73,58,1
6042,68,68,51,1
6043,72,76,55,1
6044,68,93,85,1
6045,75,68,50,1
6046,61,72,48,1
6047,64,73,61,1
6048,56,87,52,1
6049,51,93,34,1
6050,52,75,54,1
6051,66,75,43,1
6052,49,92,50,1
6053,60,75,51,1
6054,58,41,50,1
6055,55,79,55,1
6056,56,73,59,1
6057,66,78,68,1
6058,48,85,60,1
6059,60,84,62,1
6060,42,95,55,1
6061,67,68,82,1
6062,61,86,61,1
6063,56,67,45,1
6064,53,67,57,1
6065,64,79,51,1
6066,69,71,60,1
6067,66,68,45,1
6068,48,76,46,1
6069,46,67,47,1
6070,52,84,51,1
6071,65,75,53,1
6072,55,70,66,1
6073,53,76,39,1
6074,63,65,50,1
6075,54,74,50,1
6076,58,72,69,1
6077,62,83,63,1
6078,61,83,56,1
6079,68,59,73,1
6080,58,86,41,1
6081,44,86,52,1
6082,48,80,48,1
6083,55,85,56,1
6084,59,82,65,1
6085,58,61,56,1
6086,65,76,50,1
6087,66,64,52,1
6088,53,73,60,1
6089,73,92,64,1
6090,69,76,60,1
6091,65,68,48,1
6092,55,86,46,1
6093,62,70,16,1
6094,61,72,52,1
6095,75,85,54,1
6096,48,80,51,1
6097,74,81,66,1
6098,61,82,66,1
6099,64,70,42,1
6100,59,82,62,1
6101,62,80,57,1
6102,55,72,59,1
6103,51,79,70,1
6104,61,83,68,1
6105,59,80,60,1
6106,52,64,63,1
6107,70,84,43,1
6108,61,75,65,1
6109,57,62,50,1
6110,61,65,66,1
6111,67,77,33,1
6112,61,71,69,1
6113,52,95,66,1
6114,55,87,38,1
6115,59,68,75,1
6116,63,87,55,1
6117,62,68,68,1
6118,57,73,68,1
6119,54,76,47,1
6120,68,85,68,1
6121,59,69,61,1
6122,77,66,47,1
6123,48,80,62,1
6124,68,77,65,1
6125,68,72,50,1
6126,57,69,35,1
6127,60,94,55,1
6128,66,76,62,1
6129,65,84,50,1
6130,67,66,52,1
6131,62,70,55,1
6132,74,71,68,1
6133,66,72,53,1
6134,58,72,51,1
6135,65,77,52,1
6136,47,71,35,1
6137,60,81,60,1
6138,50,88,52,1
6139,47,81,55,1
6140,61,73,62,1
6141,60,74,51,1
6142,52,83,59,1
6143,67,93,57,1
6144,68,75,61,1
6145,55,75,52,1
6146,56,66,46,1
6147,44,100,72,1
6148,66,72,40,1
6149,48,76,54,1
6150,57,78,56,1
6151,55,86,55,1
6152,58,91,76,1
6153,69,82,22,1
6154,70,73,52,1
6155,62,77,50,1
6156,70,66,48,1
6157,64,66,48,1
6158,65,82,38,1
6159,59,68,64,1
6160,61,74,59,1
6161,66,89,57,1
6162,63,75,51,1
6163,71,75,52,1
6164,61,80,40,1
6165,58,87,54,1
6166,73,71,55,1
6167,83,44,52,1
6168,55,88,59,1
6169,69,74,57,1
6170,55,63,57,1
6171,61,66,51,1
6172,55,77,56,1
6173,69,67,54,1
6174,62,71,47,1
6175,68,61,48,1
6176,64,66,62,1
6177,63,64,58,1
6178,62,72,39,1
6179,67,58,47,1
6180,62,62,63,1
6181,58,88,75,1
6182,57,82,71,1
6183,65,90,56,1
6184,63,74,63,1
6185,55,65,54,1
6186,72,56,60,1
6187,57,84,41,1
6188,62,83,72,1
6189,51,63,57,1
6190,70,78,70,1
6191,66,56,48,1
6192,59,82,48,1
6193,67,71,68,1
6194,76,81,70,1
6195,75,65,54,1
6196,76,67,36,1
6197,64,72,59,1
6198,55,85,59,1
6199,50,72,45,1
6200,52,72,59,1
6201,63,72,56,1
6202,33,33,66,1
6203,59,67,55,1
6204,52,63,63,1
6205,48,86,51,1
6206,54,79,55,1
6207,75,75,58,1
6208,69,77,66,1
6209,60,73,60,1
6210,61,77,50,1
6211,61,80,73,1
6212,70,70,50,1
6213,64,65,66,1
6214,63,70,66,1
6215,68,65,60,1
6216,64,75,40,1
6217,60,66,52,1
6218,78,68,46,1
6219,62,87,50,1
6220,64,71,47,1
6221,60,76,48,1
6222,52,72,57,1
6223,65,65,68,1
6224,61,78,50,1
6225,58,71,56,1
6226,59,71,75,1
6227,70,66,53,1
6228,52,81,58,1
6229,67,54,37,1
6230,60,65,59,1
6231,53,72,55,1
6232,65,71,50,1
6233,50,82,53,1
6234,56,80,57,1
6235,61,72,52,1
6236,68,58,59,1
6237,76,76,50,1
6238,61,80,68,1
6239,34,80,41,1
6240,59,67,58,1
6241,63,82,64,1
6242,50,82,51,1
6243,62,60,61,1
6244,47,88,50,1
6245,79,65,31,1
6246,46,85,58,1
6247,57,67,46,1
6248,47,80,50,1
6249,43,86,68,1
6250,53,76,55,1
6251,57,87,54,1
6252,56,74,57,1
6253,80,75,66,1
6254,53,86,48,1
6255,55,68,56,1
6256,56,71,50,1
6257,45,80,68,1
6258,73,61,84,1
6259,53,76,55,1
6260,75,70,46,1
6261,58,69,57,1
6262,63,76,58,1
6263,55,74,60,1
6264,58,87,70,1
6265,51,70,47,1
6266,67,72,52,1
6267,60,86,80,1
6268,59,53,53,1
6269,62,64,58,1
6270,61,63,46,1
6271,62,75,52,1
6272,60,72,64,1
6273,62,76,50,1
6274,70,65,55,1
6275,55,75,58,1
6276,69,65,69,1
6277,55,66,61,1
6278,51,75,52,1
6279,61,70,60,1
6280,52,76,79,1
6281,77,61,54,1
6282,57,57,51,1
6283,62,71,42,1
6284,55,75,65,1
6285,70,66,52,1
6286,55,76,44,1
6287,63,85,56,1
6288,55,69,51,1
6289,57,78,62,1
6290,75,74,53,1
6291,61,66,38,1
6292,57,75,48,1
6293,64,65,52,1
6294,54,82,65,1
6295,77,82,70,1
6296,68,68,56,1
6297,62,68,60,1
6298,59,78,50,1
6299,53,68,53,1
6300,73,65,52,1
6301,54,68,56,1
6302,58,75,56,1
6303,61,76,40,1
6304,62,67,63,1
6305,69,65,52,1
6306,60,71,31,1
6307,56,75,53,1
6308,77,88,100,1
6309,54,82,50,1
6310,76,61,52,1
6311,79,63,61,1
6312,62,66,56,1
6313,73,69,45,1
6314,62,66,44,1
6315,69,67,62,1
6316,71,67,68,1
6317,57,68,52,1
6318,68,80,41,1
6319,59,82,50,1
6320,62,80,57,1
6321,55,87,57,1
6322,75,77,50,1
6323,80,71,61,1
6324,57,91,64,1
6325,66,74,60,1
6326,87,70,44,1
6327,70,71,68,1
6328,68,91,56,1
6329,60,59,52,1
6330,55,80,56,1
6331,68,61,50,1
6332,51,78,53,1
6333,50,92,59,1
6334,80,90,50,1
6335,57,75,45,1
6336,57,100,66,1
6337,62,90,46,1
6338,67,83,73,1
6339,57,70,65,1
6340,63,83,50,1
6341,69,72,57,1
6342,54,83,53,1
6343,59,83,48,1
6344,48,75,44,1
6345,68,86,71,1
6346,56,76,46,1
6347,48,79,65,1
6348,47,82,44,1
6349,63,74,45,1
6350,55,81,83,1
6351,59,82,77,1
6352,60,74,39,1
6353,63,80,66,1
6354,66,90,70,1
6355,65,89,61,1
6356,50,90,47,1
6357,45,75,68,1
6358,62,71,76,1
6359,60,92,70,1
6360,68,66,58,1
6361,57,79,80,1
6362,61,85,38,1
6363,60,64,50,1
6364,63,73,47,1
6365,56,74,42,1
6366,59,86,58,1
6367,46,66,53,1
6368,44,93,47,1
6369,62,74,45,1
6370,65,78,46,1
6371,72,74,40,1
6372,49,88,53,1
6373,68,68,66,1
6374,69,70,71,1
6375,62,84,39,1
6376,48,86,66,1
6377,47,78,92,1
6378,55,86,63,1
6379,73,76,50,1
6380,46,86,60,1
6381,54,78,64,1
6382,72,76,53,1
6383,51,75,61,1
6384,52,78,62,1
6385,70,82,70,1
6386,59,89,53,1
6387,62,72,65,1
6388,60,80,60,1
6389,58,91,64,1
6390,51,87,52,1
6391,50,85,75,1
6392,66,90,52,1
6393,50,73,60,1
6394,78,73,40,1
6395,69,86,69,1
6396,59,87,59,1
6397,62,94,80,1
6398,48,76,51,1
6399,68,74,68,1
6400,59,81,64,1
6401,56,90,54,1
6402,56,89,50,1
6403,51,77,50,1
6404,74,84,53,1
6405,44,72,50,1
6406,65,79,60,1
6407,64,82,56,1
6408,63,78,54,1
6409,72,87,57,1
6410,58,72,54,1
6411,61,76,59,1
6412,72,87,75,1
6413,54,67,69,1
6414,67,80,58,1
6415,59,86,93,1
6416,60,88,48,1
6417,58,89,62,1
6418,57,85,46,1
6419,58,82,55,1
6420,71,74,64,1
6421,58,71,37,1
6422,58,70,62,1
6423,48,82,51,1
6424,50,80,58,1
6425,61,85,59,1
6426,72,72,55,1
6427,49,84,42,1
6428,89,75,33,1
6429,67,79,47,1
6430,62,80,36,1
6431,46,70,60,1
6432,81,82,57,1
6433,74,76,84,1
6434,70,83,53,1
6435,57,84,68,1
6436,57,79,57,1
6437,50,74,65,1
6438,60,83,70,1
6439,62,76,53,1
6440,65,61,60,1
6441,56,72,57,1
6442,51,75,48,1
6443,56,86,51,1
6444,60,89,57,1
6445,56,89,55,1
6446,66,83,38,1
6447,58,82,75,1
6448,58,82,87,1
6449,55,71,56,1
6450,48,80,41,1
6451,56,75,42,1
6452,66,74,52,1
6453,61,80,68,1
6454,50,69,63,1
6455,61,71,63,1
6456,54,79,45,1
6457,64,72,55,1
6458,48,82,56,1
6459,56,66,48,1
6460,54,79,54,1
6461,65,82,42,1
6462,70,76,62,1
6463,77,76,66,1
6464,60,71,40,1
6465,47,72,54,1
6466,61,88,54,1
6467,67,72,57,1
6468,60,80,70,1
6469,67,76,51,1
6470,57,70,54,1
6471,56,74,50,1
6472,55,67,57,1
6473,62,77,68,1
6474,60,77,55,1
6475,64,71,52,1
6476,61,68,45,1
6477,59,92,63,1
6478,70,78,71,1
6479,67,72,82,1
6480,58,66,62,1
6481,58,90,71,1
6482,62,86,61,1
6483,56,76,57,1
6484,55,80,58,1
6485,69,77,72,1
6486,63,73,64,1
6487,60,78,56,1
6488,50,84,48,1
6489,60,76,45,1
6490,68,68,50,1
6491,64,92,60,1
6492,58,85,58,1
6493,61,80,56,1
6494,64,74,73,1
6495,50,84,61,1
6496,57,83,62,1
6497,70,74,66,1
6498,52,79,62,1
6499,66,70,55,1
6500,60,57,72,1
6501,61,100,50,1
6502,68,82,44,1
6503,56,69,40,1
6504,59,82,40,1
6505,62,71,61,1
6506,60,77,59,1
6507,60,80,80,1
6508,52,83,57,1
6509,60,79,78,1
6510,72,70,73,1
6511,64,68,58,1
6512,72,75,90,1
6513,68,94,52,1
6514,56,87,36,1
6515,70,85,42,1
6516,67,81,61,1
6517,63,75,57,1
6518,55,79,59,1
6519,73,63,66,1
6520,54,83,50,1
6521,56,61,42,1
6522,61,69,62,1
6523,48,91,79,1
6524,47,76,52,1
6525,64,71,54,1
6526,75,80,50,1
6527,70,75,48,1
6528,50,73,55,1
6529,67,65,56,1
6530,48,82,40,1
6531,51,90,70,1
6532,67,82,57,1
6533,71,65,68,1
6534,55,68,51,1
6535,70,85,66,1
6536,54,84,60,1
6537,66,74,32,1
6538,48,84,53,1
6539,74,64,65,1
6540,65,69,57,1
6541,64,77,51,1
6542,65,74,41,1
6543,55,71,64,1
6544,59,76,77,1
6545,52,90,47,1
6546,58,75,53,1
6547,64,75,51,1
6548,57,90,37,1
6549,55,92,57,1
6550,49,70,62,1
6551,63,76,61,1
6552,64,82,64,1
6553,64,76,60,1
6554,71,71,55,1
6555,63,75,50,1
6556,58,85,47,1
6557,48,84,59,1
6558,60,86,55,1
6559,66,78,50,1
6560,58,77,57,1
6561,59,64,53,1
6562,65,83,73,1
6563,65,76,61,1
6564,64,80,68,1
6565,55,91,62,1
6566,75,64,40,1
6567,54,86,56,1
6568,56,73,58,1
6569,52,77,58,1
6570,57,85,48,1
6571,63,78,54,1
6572,40,88,48,1
6573,48,96,51,1
6574,59,76,88,1
6575,58,86,55,1
6576,50,73,60,1
6577,68,87,73,1
6578,51,81,43,1
6579,61,78,55,1
6580,55,74,55,1
6581,66,91,69,1
6582,61,70,52,1
6583,63,73,50,1
6584,48,87,47,1
6585,60,90,55,1
6586,57,82,51,1
6587,51,82,59,1
6588,52,68,49,1
6589,60,86,70,1
6590,52,74,71,1
6591,65,63,50,1
6592,59,73,54,1
6593,50,79,52,1
6594,59,69,47,1
6595,65,77,47,1
6596,70,67,43,1
6597,61,76,69,1
6598,57,68,51,1
6599,73,76,36,1
6600,58,72,77,1
6601,50,76,59,1
6602,38,85,70,1
6603,61,77,54,1
6604,66,75,59,1
6605,60,82,77,1
6606,58,67,48,1
6607,67,60,55,1
6608,68,75,63,1
6609,63,64,68,1
6610,56,78,48,1
6611,60,73,50,1
6612,60,65,56,1
6613,78,70,50,1
6614,55,69,63,1
6615,68,67,45,1
6616,60,70,51,1
6617,63,70,50,1
6618,57,82,56,1
6619,54,86,71,1
6620,63,91,55,1
6621,56,81,63,1
6622,46,81,56,1
6623,63,83,71,1
6624,69,79,42,1
6625,53,84,48,1
6626,74,87,64,1
6627,64,81,50,1
6628,51,91,86,1
6629,46,84,48,1
6630,61,84,48,1
6631,79,76,63,1
6632,51,96,66,1
