,winner_ht,loser_ht,w_#ServePoints,w_%1stServesIn,w_%1stWon,w_%2ndWon,w_#bpFaced,l_#ServePoints,l_%1stServesIn,l_%1stWon,l_%2ndWon,l_#bpFaced
148645,183.0,185.0,78.0,61,77,53,2.0,77.0,64,78,48,5.0
148646,193.0,188.0,78.0,74,70,35,8.0,79.0,67,73,30,9.0
148647,183.0,183.0,68.0,55,76,66,4.0,78.0,61,66,46,4.0
148648,183.0,193.0,59.0,64,76,66,2.0,64.0,71,67,33,7.0
148649,183.0,185.0,52.0,48,88,62,0.0,56.0,57,62,45,4.0
148650,190.0,185.0,88.0,62,89,39,3.0,101.0,60,72,52,9.0
148651,188.0,183.0,68.0,51,80,54,7.0,54.0,70,68,43,4.0
148652,196.0,185.0,93.0,68,82,72,5.0,117.0,64,67,58,9.0
148653,185.0,183.0,104.0,60,69,58,8.0,114.0,52,68,46,12.0
148654,190.0,183.0,68.0,69,72,57,7.0,66.0,59,64,44,6.0
148655,198.0,190.0,58.0,75,79,71,0.0,62.0,70,77,33,8.0
148656,190.0,190.0,103.0,67,64,42,9.0,84.0,53,62,51,10.0
148657,193.0,183.0,53.0,58,87,40,2.0,66.0,56,56,44,12.0
148658,193.0,170.0,50.0,50,92,52,3.0,65.0,60,53,42,9.0
148659,193.0,183.0,85.0,71,80,37,6.0,85.0,52,57,52,11.0
148660,208.0,185.0,49.0,67,87,68,0.0,56.0,55,77,40,3.0
148661,185.0,183.0,46.0,67,80,40,2.0,47.0,53,60,22,7.0
148662,180.0,185.0,81.0,59,70,57,8.0,107.0,52,66,43,12.0
148663,180.0,188.0,95.0,71,77,59,6.0,94.0,60,82,40,4.0
148664,198.0,173.0,53.0,52,89,56,3.0,67.0,56,68,41,6.0
148665,183.0,190.0,74.0,58,69,61,4.0,80.0,58,68,48,5.0
148666,196.0,188.0,42.0,42,83,66,0.0,50.0,56,57,22,9.0
148667,190.0,185.0,97.0,61,76,59,6.0,103.0,50,73,50,8.0
148668,190.0,198.0,129.0,71,65,48,17.0,119.0,75,61,65,9.0
148669,193.0,193.0,101.0,72,68,53,11.0,99.0,59,76,35,9.0
148670,193.0,208.0,66.0,63,90,62,2.0,79.0,64,84,50,6.0
148671,180.0,185.0,113.0,56,68,55,8.0,97.0,50,83,50,7.0
148672,198.0,180.0,65.0,53,82,46,3.0,70.0,52,54,54,11.0
148673,196.0,183.0,45.0,73,75,75,2.0,56.0,55,58,44,7.0
148674,190.0,190.0,19.0,73,85,80,0.0,33.0,48,62,58,5.0
148675,193.0,193.0,51.0,68,77,56,3.0,65.0,72,61,33,8.0
148676,198.0,180.0,64.0,48,83,57,1.0,78.0,53,69,44,13.0
148677,196.0,190.0,124.0,67,79,35,11.0,118.0,70,65,48,7.0
148678,198.0,193.0,47.0,53,88,81,0.0,80.0,65,59,50,10.0
148679,198.0,196.0,69.0,42,62,65,12.0,54.0,62,55,50,6.0
148680,190.0,190.0,103.0,62,75,51,7.0,87.0,60,67,47,9.0
148681,193.0,180.0,47.0,61,86,50,4.0,37.0,51,52,44,4.0
148682,185.0,198.0,56.0,57,78,41,2.0,71.0,61,56,44,11.0
148683,183.0,180.0,95.0,56,85,58,4.0,130.0,56,67,50,12.0
148684,183.0,183.0,55.0,60,69,59,5.0,76.0,61,59,37,15.0
148685,206.0,175.0,68.0,70,77,70,3.0,83.0,59,69,58,5.0
148686,198.0,190.0,63.0,58,75,65,1.0,71.0,38,77,47,4.0
148687,193.0,180.0,52.0,53,85,62,1.0,53.0,54,68,45,5.0
148688,180.0,178.0,82.0,59,65,51,9.0,88.0,56,57,44,15.0
148689,178.0,183.0,42.0,66,89,57,0.0,38.0,52,65,27,6.0
148690,183.0,178.0,24.0,66,68,37,1.0,31.0,51,50,46,4.0
148691,188.0,183.0,96.0,61,69,56,8.0,86.0,45,74,55,8.0
148692,198.0,190.0,66.0,60,77,50,4.0,74.0,66,67,36,8.0
148693,193.0,185.0,93.0,58,72,33,13.0,95.0,54,59,37,14.0
148694,193.0,183.0,80.0,71,77,47,11.0,81.0,62,62,46,7.0
148695,206.0,183.0,126.0,68,65,60,11.0,103.0,66,79,52,5.0
148696,198.0,193.0,89.0,55,83,47,7.0,81.0,58,74,58,5.0
148697,183.0,180.0,87.0,57,76,56,3.0,89.0,50,68,52,7.0
148698,178.0,183.0,105.0,62,66,64,6.0,98.0,67,74,56,3.0
148699,175.0,188.0,114.0,55,71,50,10.0,112.0,53,73,48,10.0
148700,198.0,193.0,54.0,72,71,46,4.0,62.0,46,58,45,9.0
148701,193.0,206.0,47.0,63,93,70,0.0,60.0,71,60,70,2.0
148702,198.0,183.0,42.0,69,86,53,0.0,63.0,53,64,41,7.0
148704,198.0,193.0,45.0,60,81,77,0.0,71.0,59,78,20,6.0
148705,198.0,175.0,101.0,53,83,34,9.0,105.0,55,65,51,10.0
148706,198.0,198.0,66.0,69,69,55,4.0,62.0,54,79,35,8.0
148707,178.0,190.0,53.0,52,85,48,2.0,41.0,75,51,60,4.0
148708,180.0,188.0,73.0,73,62,47,4.0,62.0,62,64,39,10.0
148709,183.0,183.0,84.0,57,66,50,9.0,46.0,71,60,38,5.0
148710,185.0,175.0,59.0,61,77,56,4.0,60.0,50,60,43,6.0
148711,180.0,178.0,39.0,79,83,75,0.0,48.0,60,51,52,4.0
148712,190.0,190.0,92.0,47,72,58,5.0,102.0,59,60,56,9.0
148713,183.0,196.0,51.0,58,86,61,4.0,61.0,62,65,52,6.0
148714,190.0,188.0,91.0,63,63,48,11.0,94.0,54,56,32,13.0
148715,183.0,170.0,55.0,61,67,61,3.0,52.0,40,71,38,9.0
148716,188.0,175.0,39.0,74,82,60,3.0,74.0,54,57,35,10.0
148717,190.0,188.0,87.0,51,73,50,9.0,82.0,47,61,44,6.0
148718,198.0,188.0,90.0,70,77,70,3.0,123.0,61,65,53,14.0
148719,183.0,185.0,70.0,71,72,75,5.0,81.0,69,64,48,7.0
148720,175.0,185.0,68.0,44,76,65,1.0,86.0,40,82,47,6.0
148721,183.0,180.0,79.0,53,69,51,10.0,68.0,54,81,45,4.0
148722,183.0,178.0,37.0,54,80,76,2.0,54.0,68,35,58,10.0
148723,180.0,178.0,40.0,62,92,66,1.0,50.0,60,53,45,8.0
148724,185.0,183.0,118.0,67,68,42,9.0,110.0,69,60,38,15.0
148725,180.0,190.0,77.0,61,74,53,8.0,76.0,61,68,48,12.0
148726,190.0,183.0,47.0,63,96,41,0.0,86.0,58,60,41,14.0
148727,188.0,183.0,90.0,55,78,62,6.0,83.0,65,66,62,7.0
148728,198.0,190.0,62.0,64,70,81,2.0,58.0,50,75,44,2.0
148729,183.0,175.0,49.0,46,78,61,5.0,68.0,36,84,34,10.0
148730,183.0,183.0,65.0,60,79,50,4.0,71.0,53,63,54,11.0
148731,185.0,180.0,91.0,68,79,41,4.0,96.0,77,59,50,12.0
148732,180.0,190.0,57.0,77,72,69,1.0,73.0,72,71,35,9.0
148733,188.0,198.0,55.0,58,75,52,6.0,48.0,68,57,20,8.0
148734,183.0,183.0,63.0,60,81,44,1.0,59.0,54,65,48,4.0
148735,185.0,180.0,66.0,60,75,53,5.0,48.0,72,68,46,5.0
148736,188.0,183.0,95.0,68,70,56,4.0,87.0,64,78,54,2.0
148737,188.0,185.0,103.0,70,63,43,8.0,119.0,70,64,31,18.0
148738,185.0,183.0,98.0,69,66,43,8.0,102.0,65,62,51,9.0
148739,196.0,175.0,60.0,75,82,73,6.0,68.0,60,78,44,3.0
148740,183.0,185.0,95.0,67,71,48,9.0,103.0,58,66,48,15.0
148741,188.0,180.0,98.0,82,67,47,10.0,98.0,76,61,47,9.0
148742,183.0,190.0,55.0,72,72,60,3.0,66.0,66,61,45,9.0
148743,183.0,183.0,60.0,61,64,47,3.0,88.0,59,69,30,11.0
148744,183.0,183.0,15.0,60,77,83,0.0,15.0,66,50,40,3.0
148745,185.0,185.0,47.0,63,90,52,0.0,54.0,46,60,48,7.0
148746,193.0,180.0,60.0,78,65,61,3.0,55.0,67,64,27,7.0
148747,180.0,185.0,123.0,48,66,53,11.0,113.0,52,62,50,13.0
148748,190.0,190.0,57.0,52,70,55,4.0,66.0,50,48,57,10.0
148749,196.0,,66.0,66,72,77,4.0,93.0,65,62,50,10.0
148750,183.0,190.0,80.0,50,75,45,7.0,69.0,56,74,43,5.0
148751,188.0,185.0,43.0,62,85,81,0.0,57.0,64,64,45,8.0
148752,178.0,175.0,38.0,73,67,60,3.0,32.0,43,57,38,4.0
148753,198.0,183.0,44.0,56,88,57,0.0,70.0,60,57,46,8.0
148754,196.0,185.0,90.0,64,67,46,8.0,104.0,72,62,48,11.0
148755,188.0,183.0,71.0,85,73,40,3.0,88.0,63,67,53,8.0
148756,183.0,183.0,64.0,64,80,69,3.0,66.0,63,69,58,4.0
148757,185.0,183.0,61.0,63,66,63,3.0,55.0,61,55,33,9.0
148758,180.0,193.0,65.0,64,78,34,5.0,83.0,62,53,48,12.0
148759,196.0,190.0,96.0,54,80,47,8.0,108.0,54,67,61,13.0
148760,188.0,183.0,71.0,59,78,62,4.0,72.0,38,78,59,4.0
148761,198.0,178.0,59.0,61,75,52,3.0,47.0,65,45,62,5.0
148762,196.0,188.0,29.0,68,90,66,0.0,38.0,86,69,40,5.0
148763,183.0,185.0,86.0,60,78,58,5.0,97.0,59,68,56,4.0
148764,196.0,180.0,109.0,66,69,52,7.0,95.0,61,72,54,6.0
148765,188.0,198.0,85.0,69,81,53,5.0,86.0,54,78,66,6.0
148766,183.0,196.0,83.0,74,82,47,7.0,89.0,73,80,25,7.0
148767,196.0,188.0,91.0,64,77,50,5.0,72.0,58,69,60,7.0
148768,196.0,183.0,93.0,62,84,40,5.0,112.0,60,77,38,12.0
148769,190.0,183.0,99.0,65,80,58,4.0,99.0,67,82,34,3.0
148770,193.0,188.0,69.0,72,86,52,4.0,67.0,53,77,64,2.0
148771,188.0,180.0,34.0,70,91,60,0.0,42.0,76,53,10,5.0
148772,188.0,190.0,82.0,59,79,57,4.0,74.0,58,76,51,1.0
148773,188.0,183.0,65.0,69,77,60,2.0,74.0,62,65,50,10.0
148774,190.0,185.0,56.0,67,78,55,3.0,57.0,64,62,45,4.0
148775,185.0,183.0,87.0,58,78,55,5.0,99.0,66,65,57,12.0
148776,178.0,190.0,79.0,64,74,64,3.0,90.0,57,73,47,8.0
148777,175.0,190.0,79.0,60,68,61,5.0,91.0,65,78,32,11.0
148778,185.0,183.0,67.0,56,81,58,1.0,66.0,62,75,44,2.0
148779,183.0,175.0,28.0,57,68,75,0.0,39.0,64,64,42,6.0
148780,185.0,180.0,11.0,72,87,33,0.0,30.0,50,53,26,6.0
148781,193.0,193.0,74.0,74,89,47,4.0,91.0,60,78,50,5.0
148782,203.0,178.0,71.0,73,78,63,3.0,78.0,65,74,48,5.0
148783,198.0,188.0,67.0,59,92,62,3.0,85.0,60,76,52,6.0
148784,183.0,180.0,43.0,65,89,73,0.0,63.0,65,70,36,5.0
148785,183.0,190.0,41.0,51,95,80,0.0,44.0,47,76,39,7.0
148786,188.0,183.0,79.0,64,90,39,2.0,83.0,63,75,50,7.0
148787,190.0,180.0,47.0,65,93,31,1.0,45.0,55,68,35,5.0
148788,185.0,180.0,58.0,79,78,58,4.0,55.0,70,66,50,6.0
148789,208.0,188.0,77.0,79,88,31,8.0,66.0,68,82,47,1.0
148790,180.0,183.0,36.0,63,82,53,1.0,37.0,70,26,27,8.0
148791,178.0,185.0,49.0,73,80,53,2.0,60.0,53,68,28,10.0
148792,193.0,188.0,71.0,63,82,61,6.0,78.0,60,72,51,8.0
148793,190.0,190.0,43.0,60,73,70,1.0,53.0,66,54,33,7.0
148794,188.0,193.0,63.0,58,81,53,4.0,75.0,58,72,38,10.0
148795,188.0,188.0,108.0,61,83,54,5.0,96.0,72,75,80,0.0
148796,188.0,190.0,98.0,74,72,72,3.0,94.0,67,79,54,8.0
148797,193.0,185.0,89.0,70,77,61,5.0,109.0,54,74,52,9.0
148798,178.0,175.0,47.0,68,87,66,0.0,57.0,59,67,43,10.0
148799,183.0,185.0,67.0,62,73,52,6.0,74.0,55,65,51,8.0
148800,185.0,180.0,79.0,54,74,72,4.0,91.0,61,69,54,7.0
148801,185.0,193.0,72.0,66,72,62,3.0,60.0,53,75,57,3.0
148802,198.0,203.0,63.0,68,86,50,0.0,60.0,70,73,38,5.0
148803,183.0,183.0,73.0,58,62,70,10.0,83.0,54,73,42,10.0
148804,183.0,188.0,106.0,60,79,45,4.0,87.0,67,71,57,1.0
148805,190.0,198.0,87.0,58,80,63,4.0,75.0,64,83,59,0.0
148806,208.0,185.0,92.0,70,90,59,0.0,102.0,57,76,69,3.0
148807,180.0,178.0,70.0,57,72,60,4.0,62.0,58,63,42,6.0
148808,188.0,193.0,45.0,64,89,62,0.0,43.0,48,71,45,3.0
148809,190.0,188.0,51.0,52,88,66,0.0,53.0,67,72,52,2.0
148810,188.0,188.0,36.0,80,93,71,0.0,54.0,70,65,25,9.0
148812,183.0,185.0,75.0,54,82,58,4.0,82.0,50,82,46,6.0
148813,185.0,198.0,81.0,62,84,50,3.0,87.0,48,71,53,7.0
148814,183.0,183.0,69.0,53,70,56,4.0,61.0,49,70,45,7.0
148815,208.0,190.0,60.0,61,75,65,2.0,58.0,74,67,46,6.0
148816,188.0,180.0,80.0,58,89,54,1.0,72.0,63,86,50,0.0
148817,190.0,188.0,45.0,68,96,71,0.0,68.0,63,76,32,6.0
148818,183.0,178.0,86.0,72,79,50,2.0,89.0,57,76,47,6.0
148819,185.0,183.0,59.0,57,76,68,2.0,66.0,66,59,59,3.0
148820,188.0,208.0,72.0,77,89,68,0.0,74.0,71,90,57,2.0
148821,190.0,183.0,51.0,56,86,59,0.0,66.0,51,64,43,9.0
148822,185.0,188.0,20.0,55,90,77,0.0,26.0,53,85,50,3.0
148823,190.0,185.0,59.0,57,82,60,2.0,55.0,56,67,66,3.0
148824,183.0,190.0,77.0,58,68,50,9.0,67.0,59,62,48,7.0
148825,188.0,185.0,125.0,57,68,47,15.0,127.0,61,60,55,15.0
148826,183.0,196.0,81.0,67,81,65,1.0,104.0,82,67,44,7.0
148827,183.0,190.0,60.0,53,93,53,5.0,72.0,48,62,56,10.0
148828,185.0,178.0,68.0,61,59,73,5.0,65.0,56,59,50,4.0
148829,190.0,173.0,53.0,62,69,65,1.0,45.0,53,33,42,8.0
148830,183.0,175.0,117.0,61,58,55,14.0,120.0,63,61,47,20.0
148831,188.0,188.0,49.0,48,83,56,2.0,58.0,62,50,59,7.0
148832,180.0,185.0,81.0,62,70,66,6.0,100.0,56,76,43,10.0
148833,185.0,185.0,77.0,70,77,65,3.0,93.0,56,77,45,6.0
148834,180.0,183.0,45.0,53,83,76,0.0,47.0,65,67,37,5.0
148835,198.0,183.0,42.0,76,81,70,0.0,48.0,60,55,47,5.0
148836,188.0,188.0,98.0,65,65,58,6.0,100.0,46,71,50,11.0
148837,190.0,185.0,118.0,58,73,51,5.0,106.0,54,79,52,7.0
148838,188.0,190.0,106.0,60,65,52,12.0,88.0,63,71,37,11.0
148839,185.0,178.0,49.0,40,65,75,2.0,55.0,54,50,48,13.0
148840,188.0,183.0,53.0,66,77,77,0.0,51.0,50,84,56,3.0
148841,183.0,183.0,98.0,58,73,63,4.0,92.0,69,62,57,4.0
148842,185.0,190.0,51.0,60,87,55,3.0,50.0,66,66,41,7.0
148843,188.0,183.0,95.0,60,75,34,7.0,97.0,52,50,52,14.0
148844,180.0,185.0,92.0,61,70,65,7.0,64.0,64,82,47,2.0
148845,180.0,198.0,28.0,71,80,62,2.0,27.0,70,73,50,2.0
148846,190.0,188.0,98.0,55,75,45,10.0,138.0,63,67,43,17.0
148847,185.0,188.0,51.0,62,87,68,2.0,61.0,59,61,64,3.0
148848,188.0,183.0,28.0,46,84,40,1.0,35.0,51,77,52,2.0
148849,185.0,188.0,53.0,64,70,68,1.0,57.0,52,70,40,6.0
148850,180.0,180.0,73.0,60,72,48,11.0,93.0,53,64,39,11.0
148851,190.0,185.0,80.0,51,70,46,10.0,80.0,52,66,47,11.0
148852,188.0,185.0,74.0,68,74,52,1.0,59.0,62,78,50,2.0
148853,190.0,180.0,60.0,60,88,66,0.0,67.0,73,77,44,8.0
148854,188.0,190.0,67.0,71,83,52,1.0,61.0,55,88,55,3.0
148855,193.0,185.0,60.0,66,87,55,0.0,75.0,60,77,43,5.0
148856,193.0,175.0,100.0,47,70,50,8.0,84.0,58,65,60,4.0
148857,175.0,201.0,108.0,66,66,50,9.0,77.0,70,77,34,5.0
148858,185.0,188.0,93.0,60,85,43,6.0,89.0,57,74,55,11.0
148859,188.0,178.0,105.0,70,72,58,8.0,106.0,54,75,58,6.0
148860,183.0,183.0,81.0,60,69,46,11.0,83.0,56,61,44,10.0
148861,168.0,183.0,94.0,58,69,56,7.0,85.0,58,70,45,5.0
148862,193.0,185.0,111.0,65,79,44,10.0,116.0,63,74,52,5.0
148863,180.0,175.0,54.0,40,77,50,2.0,96.0,61,59,45,16.0
148864,196.0,183.0,50.0,57,79,57,5.0,63.0,46,72,32,15.0
148865,188.0,173.0,53.0,54,72,70,3.0,54.0,55,63,45,5.0
148866,198.0,183.0,48.0,45,81,57,2.0,57.0,42,62,39,7.0
148867,178.0,173.0,72.0,58,61,60,8.0,90.0,47,60,55,10.0
148868,190.0,196.0,49.0,59,93,65,0.0,61.0,65,67,52,4.0
148869,188.0,180.0,43.0,51,95,57,0.0,50.0,50,56,48,9.0
148870,178.0,173.0,76.0,64,69,62,12.0,69.0,59,80,21,11.0
148871,193.0,193.0,50.0,60,80,75,0.0,52.0,44,78,48,9.0
148872,175.0,185.0,76.0,52,82,55,10.0,76.0,53,70,45,7.0
148873,188.0,183.0,66.0,66,77,54,3.0,58.0,70,60,52,5.0
148874,168.0,193.0,111.0,61,72,60,4.0,100.0,60,78,52,5.0
148875,180.0,196.0,114.0,49,78,48,10.0,116.0,60,72,54,8.0
148876,198.0,188.0,103.0,66,82,42,4.0,99.0,53,73,50,6.0
148877,190.0,178.0,42.0,61,84,56,1.0,54.0,64,48,36,7.0
148878,178.0,188.0,65.0,55,72,58,3.0,82.0,56,73,33,6.0
148879,193.0,175.0,90.0,67,81,51,5.0,97.0,65,73,45,6.0
148880,168.0,188.0,53.0,58,74,68,2.0,59.0,57,70,48,3.0
148881,198.0,180.0,47.0,59,89,78,0.0,75.0,48,75,41,7.0
148882,178.0,190.0,55.0,54,83,68,1.0,65.0,61,72,40,5.0
148883,193.0,168.0,61.0,57,71,69,7.0,57.0,63,63,52,7.0
148884,198.0,178.0,57.0,70,95,58,0.0,65.0,63,68,62,2.0
148885,193.0,198.0,110.0,60,80,41,7.0,96.0,56,75,50,7.0
148886,180.0,178.0,77.0,62,70,51,2.0,72.0,59,72,62,4.0
148888,185.0,175.0,106.0,73,62,42,12.0,81.0,66,66,40,8.0
148889,183.0,175.0,43.0,69,73,69,4.0,47.0,55,50,42,8.0
148890,175.0,178.0,47.0,57,85,65,0.0,55.0,60,60,40,6.0
148892,180.0,180.0,127.0,66,73,48,16.0,109.0,68,65,55,9.0
148893,185.0,188.0,55.0,40,72,69,3.0,75.0,62,61,39,10.0
148894,185.0,178.0,67.0,62,71,56,3.0,52.0,67,62,41,7.0
148895,183.0,193.0,70.0,60,85,57,0.0,75.0,60,80,50,6.0
148896,188.0,185.0,73.0,68,70,39,6.0,70.0,77,59,37,4.0
148897,193.0,190.0,68.0,57,76,51,4.0,69.0,66,63,47,8.0
148898,188.0,180.0,128.0,72,63,45,16.0,107.0,77,55,58,12.0
148899,185.0,185.0,58.0,65,76,70,2.0,80.0,56,71,31,14.0
148900,180.0,183.0,49.0,57,96,57,3.0,54.0,62,67,25,6.0
148901,188.0,175.0,62.0,64,75,50,5.0,43.0,67,65,42,4.0
148902,180.0,185.0,89.0,69,75,59,3.0,97.0,48,70,57,7.0
148903,183.0,185.0,47.0,55,84,57,1.0,47.0,61,58,44,7.0
148904,183.0,188.0,72.0,55,70,50,7.0,62.0,69,53,42,9.0
148905,193.0,193.0,48.0,58,85,70,2.0,37.0,62,73,42,3.0
148906,185.0,188.0,30.0,60,77,58,0.0,51.0,64,54,33,7.0
148907,180.0,188.0,40.0,52,80,73,3.0,60.0,65,56,19,12.0
148908,180.0,183.0,66.0,69,76,65,7.0,85.0,65,64,58,6.0
148909,193.0,183.0,59.0,52,87,57,2.0,58.0,70,60,41,4.0
148910,185.0,180.0,42.0,73,77,45,1.0,51.0,58,50,23,11.0
148911,193.0,180.0,63.0,57,91,44,2.0,71.0,73,65,31,9.0
148912,193.0,185.0,97.0,63,75,37,6.0,71.0,70,68,47,6.0
148913,183.0,185.0,60.0,43,73,50,8.0,61.0,52,75,24,7.0
148914,190.0,188.0,60.0,55,78,48,7.0,55.0,49,70,39,7.0
148915,183.0,185.0,76.0,75,73,47,8.0,78.0,48,60,55,10.0
148916,188.0,190.0,64.0,51,87,54,1.0,60.0,65,66,52,4.0
148917,183.0,196.0,68.0,42,75,53,7.0,47.0,55,57,42,5.0
148918,185.0,190.0,91.0,52,70,60,3.0,78.0,62,73,58,3.0
148919,190.0,180.0,53.0,52,75,60,4.0,68.0,52,63,37,12.0
148920,178.0,178.0,54.0,66,77,44,1.0,43.0,65,39,60,4.0
148921,185.0,178.0,79.0,55,77,54,8.0,79.0,63,90,31,3.0
148922,180.0,180.0,47.0,61,82,72,1.0,69.0,56,66,46,11.0
148923,180.0,183.0,95.0,63,65,37,12.0,103.0,55,52,56,15.0
148924,198.0,198.0,77.0,66,80,46,6.0,64.0,70,77,47,3.0
148925,178.0,178.0,86.0,62,66,46,5.0,108.0,57,62,43,11.0
148926,185.0,183.0,101.0,51,71,42,13.0,87.0,71,56,44,7.0
148927,193.0,175.0,102.0,77,56,52,11.0,106.0,57,67,55,8.0
148928,178.0,183.0,106.0,61,70,51,10.0,103.0,61,71,37,11.0
148929,190.0,183.0,55.0,61,85,52,5.0,51.0,74,65,38,8.0
148930,188.0,183.0,62.0,59,81,52,3.0,68.0,70,54,65,6.0
148931,183.0,185.0,58.0,53,93,59,2.0,55.0,54,70,52,6.0
148932,190.0,178.0,45.0,66,90,60,0.0,59.0,71,69,41,5.0
148933,185.0,180.0,88.0,51,71,48,5.0,84.0,76,68,50,9.0
148934,198.0,180.0,42.0,76,81,60,0.0,43.0,58,60,38,8.0
148935,178.0,185.0,40.0,67,74,53,1.0,40.0,50,60,40,6.0
148936,178.0,193.0,48.0,77,72,63,1.0,54.0,68,59,47,9.0
148937,188.0,190.0,70.0,64,68,64,7.0,60.0,61,62,52,9.0
148938,183.0,190.0,38.0,52,95,72,0.0,52.0,57,60,31,7.0
148939,198.0,185.0,66.0,66,86,59,1.0,67.0,61,80,53,4.0
148940,178.0,178.0,94.0,56,75,39,7.0,81.0,66,57,59,12.0
148941,188.0,183.0,52.0,59,83,52,2.0,71.0,57,65,46,12.0
148942,198.0,178.0,97.0,67,64,56,10.0,94.0,59,51,52,15.0
148943,188.0,198.0,83.0,60,78,42,8.0,80.0,65,65,53,6.0
148944,185.0,168.0,55.0,67,86,55,0.0,59.0,61,61,60,2.0
148945,190.0,185.0,94.0,56,67,48,7.0,105.0,51,57,50,9.0
148946,185.0,183.0,110.0,63,72,50,10.0,108.0,68,68,52,12.0
148947,188.0,185.0,103.0,54,85,63,2.0,128.0,57,76,47,7.0
148948,206.0,183.0,101.0,75,72,68,2.0,92.0,66,83,54,2.0
148949,185.0,188.0,74.0,54,80,61,2.0,71.0,63,66,65,4.0
148950,185.0,180.0,72.0,62,73,62,3.0,104.0,81,60,47,17.0
148951,185.0,178.0,105.0,63,71,52,12.0,98.0,66,80,57,6.0
148952,185.0,180.0,63.0,68,69,50,5.0,46.0,60,50,38,11.0
148953,180.0,208.0,63.0,65,82,77,2.0,70.0,70,83,38,4.0
148954,193.0,178.0,64.0,56,83,50,2.0,69.0,52,69,45,8.0
148955,198.0,185.0,68.0,55,81,50,2.0,66.0,65,81,30,5.0
148956,183.0,193.0,95.0,60,80,60,6.0,97.0,57,75,48,7.0
148957,185.0,185.0,68.0,67,71,50,2.0,68.0,70,58,35,8.0
148958,190.0,183.0,66.0,57,78,57,6.0,47.0,48,69,58,2.0
148959,188.0,190.0,63.0,65,80,50,4.0,64.0,59,76,26,8.0
148960,185.0,190.0,55.0,69,78,58,2.0,56.0,66,62,52,7.0
148961,185.0,188.0,64.0,65,76,59,1.0,55.0,50,92,55,4.0
148962,185.0,206.0,93.0,62,82,62,4.0,102.0,75,75,48,6.0
148963,185.0,185.0,80.0,66,69,62,8.0,89.0,62,66,48,9.0
148964,185.0,180.0,103.0,65,80,55,3.0,137.0,63,74,48,16.0
148965,198.0,193.0,126.0,58,77,53,7.0,138.0,60,72,47,8.0
148966,183.0,185.0,78.0,60,78,41,3.0,98.0,65,59,52,14.0
148967,188.0,190.0,47.0,63,70,64,3.0,37.0,56,38,18,9.0
148968,185.0,185.0,55.0,74,78,57,2.0,43.0,58,72,44,4.0
148969,185.0,185.0,44.0,70,90,46,3.0,50.0,78,51,27,7.0
148970,185.0,198.0,86.0,61,69,60,8.0,84.0,54,71,44,4.0
148971,188.0,183.0,84.0,60,86,51,6.0,96.0,63,72,54,9.0
148972,185.0,185.0,63.0,69,81,78,3.0,67.0,77,75,46,3.0
148973,188.0,185.0,105.0,55,75,59,7.0,106.0,58,77,47,8.0
148974,188.0,185.0,98.0,64,71,54,11.0,86.0,70,68,44,8.0
148975,188.0,198.0,74.0,58,79,58,6.0,58.0,50,82,48,4.0
148976,183.0,188.0,72.0,65,82,52,3.0,88.0,62,72,45,7.0
148977,178.0,185.0,111.0,74,77,35,8.0,131.0,64,61,51,17.0
148978,180.0,180.0,62.0,61,65,66,2.0,54.0,57,67,30,7.0
148979,183.0,175.0,60.0,56,79,65,2.0,46.0,60,57,72,2.0
148980,183.0,188.0,58.0,53,80,51,5.0,62.0,59,45,56,8.0
148981,190.0,180.0,111.0,56,77,41,12.0,120.0,60,61,56,14.0
148982,196.0,178.0,44.0,56,84,78,0.0,63.0,55,68,39,7.0
148983,183.0,206.0,55.0,54,96,56,1.0,75.0,68,64,50,7.0
148984,185.0,183.0,68.0,57,84,72,1.0,99.0,79,62,55,12.0
148985,185.0,175.0,99.0,53,75,54,4.0,79.0,54,74,47,8.0
148986,193.0,190.0,62.0,75,70,53,5.0,56.0,60,70,40,6.0
148987,190.0,185.0,63.0,68,76,65,5.0,48.0,62,66,66,2.0
148988,185.0,188.0,16.0,75,75,75,0.0,10.0,30,0,28,2.0
148989,185.0,185.0,57.0,54,80,57,0.0,52.0,42,72,46,7.0
148990,188.0,190.0,63.0,65,70,59,5.0,62.0,62,66,39,10.0
148991,188.0,183.0,93.0,68,76,34,9.0,75.0,54,65,58,8.0
148992,180.0,178.0,80.0,55,72,50,6.0,79.0,56,73,32,12.0
148993,183.0,183.0,108.0,70,80,46,1.0,124.0,60,77,48,10.0
148994,196.0,190.0,59.0,69,82,38,4.0,66.0,57,55,50,10.0
148995,183.0,185.0,47.0,65,87,62,1.0,61.0,57,54,57,8.0
148996,193.0,185.0,66.0,56,78,55,5.0,67.0,61,68,46,4.0
148997,190.0,185.0,41.0,73,76,36,2.0,39.0,69,55,33,4.0
148998,188.0,185.0,89.0,53,72,58,6.0,66.0,53,68,51,7.0
148999,180.0,188.0,39.0,61,91,46,2.0,56.0,62,60,33,12.0
149000,183.0,196.0,70.0,65,69,54,5.0,64.0,65,57,59,5.0
149001,193.0,183.0,94.0,67,71,48,6.0,78.0,47,83,51,4.0
149002,188.0,190.0,78.0,71,85,50,3.0,75.0,70,73,63,4.0
149003,183.0,180.0,105.0,59,74,58,7.0,92.0,46,72,57,5.0
149004,188.0,193.0,42.0,69,96,61,0.0,61.0,67,70,30,7.0
